text,sentiment_score,churn_label
115913 maybe try being honest and admit the ball was dropped on this release,0.6249,0
115913 it would be less insulting to customers to admit something went wrong with distro or you misjudged the release,-0.6378,1
115913 according to the stores i called and went to at opennone were ever received and your fb page is filled with the same story,0.0,0
115913 of people in several states who calledwent in at open this morning and there were none per your own store assoc none were ever received,0.0,0
115913 telling people who were the first customers through the door that it sold out fast! is a really pathetic lie and slap in the face,-0.5697,1
thanks for adjusting the bill appreciate the prompt help t mobile customer service is the best !,0.9151,0
so when you trade iphone 6s phone 8 gets a 300 dollar trade in but iphone 7 plus gets a 118 dollar trade in im shopping around,0.0,0
115913 makes me proud to hear and see when businesses help the community,0.7003,0
115913 trying to avoid ordering online due to taxes i live near the tax free new hampshire line and rather get it in store,0.2732,0
115913 115913 we'll be leaving tmobile when we get home your customer service is responsive tmobile tuesdays are fun but at the end of the day network performance matters most yours has been abysmal i'm again standing in 95deg heat for fear of missing a call i'm done,-0.6187,1
someone shut my phone off and lied tmobile and said the phone was lost now my 900 phone is a paperweight great,0.0516,0
115913 it has to be a family plan? im a single 24 year old with no kids,-0.296,1
i checked a bunch of stores near where i live and work and none of them have the v30 in stock isn't today launch day?,0.0,0
i need a phone call from the correct department i have already spent two weeks discussing this over the messages,0.0,0
what credit score do i need to be considered stellar i want to know for a pre owned s7 edge,0.4404,0
youre literally doing just that its no longer unlimited lte,-0.296,1
115913 really? no wonder 115911 offers unlimited what do you think i can do with these speeds?,-0.4316,1
you cant help me i am already being told by another customer service rep that i wont be able to get money back for 14 business days,-0.3089,1
so once again i'm left without service seriously what the hell am i'm paying you guys for!,-0.6569,1
115913 how sincere are you let me know,0.4019,0
115913 unble to make calls yet,0.0,0
network outage at state fair of texas sent from my atampt sim,0.3182,0
115913 unable to make calls yet how sincere are you let me know,0.4019,0
115913 dosent look like u r working for solution,0.5859,0
115913 inbtwn i am in dm actually ur customer is little better,0.3832,0
115913 moving to att 117735 hope you understand the value of customers,0.6486,0
115913 does ordering online mean they suddenly appear in stores? either way we'd have to wait right? i agree it's a popular phone haven't been this excited for a phone in a while,0.8131,0
my cellular and data service arent working without my wifi being on,0.0,0
if we have a family plan and have data stash can more than one line use the stash at once?,0.0,0
it's been 22 days since hurricanemaria and i still have no cell service,-0.296,1
help me upgrade my device,0.4019,0
45926 i see no reason to dm you i want a public response your security department knows what's up where is the public notice!!!,0.3348,0
115913 thanks i've sent a message via dm already,0.4404,0
your customer service is garbage,0.0,0
just checked in on the status of my samsung galaxy s8 bogo promo and see it's been denied can you explain?,-0.4404,1
still waiting for a response,0.0,0
115913 nooooo,0.0,0
what's this i hear about free netflix?,0.5106,0
done thank you,0.3612,1
thanks for nothing,0.4404,0
bro i dmd last night at 630,0.0,0
hello there guys! are there any reported issues with lte in north dallas texas? ive not been able to use data today ty!,0.4912,0
5712975536,0.0,0
115913 sent,0.0,0
it's already been handled i notifying you guys because i am a 10 year customer the store associates need to do better,0.4404,0
115913 y'all have lost the right to rag on vzw and atampt,-0.3182,1
115913 too none of your csr was of any help you guys made me jump to verizon same price way better coverage lte is actually lte with verizon,0.6808,0
237051,0.0,0
115913 i see that everyone talks a big game on me feeling this way customer retention is not a care of tmobile anymore evidently,-0.2796,1
115913 tmobile needs2 change customers imsi numbers immediately4 their protection unlike sss i assume that can be done by a concerned company,0.0,1
115913 after equifax there is no internet company i trust if tmob refuses 2 replace imsi's free i will take unlocked phones amp go another carrier,0.6597,0
115913 don't dm or allow twitter communications by email or phone minimized internet profile aftr efax hack i will contact tmob phone supportty,-0.1695,1
115913 my account wasn't affected by th hack but wht abt ur other 76million customers? all u have 2 do is change out imsi customer id 's u care?,0.7079,0
i need help,0.4019,0
115913 youre not giving me any suitable options besides telling me i have to pay you more for the same services ive had for the last three years,-0.3476,1
i just want the netflixonus that's it no new plan,-0.2263,1
i'm sending dms with zero response,0.0,0
i just noticed today that my account was switched from my simple choice plan to the t mobile one plan i didn't change it,0.0,1
115913 clown,0.0,0
115913 no help at all actually,0.128,0
115913 super bummed how older customers on older plans get treated,0.5994,0
115913 i've spent over 20 hours talking with you guys trying to resolve this i would like to speak with someone else at this point,0.6249,0
115913 a dm was sent,0.0,0
115913 nah i'm getting some more info from mom first she just told me to leave cuz some employee is a not so friendly person,-0.6002,1
115913 i sent john an email my mom who's going through chemo just didn't have a great experience i guess she asked to many question smh,-0.6802,1
my phone connection never works in this area is this supposed to be normal?,0.0,0
have a question can someone dm?,0.0,0
115913 sent dm please help,0.6124,0
will replacing my sim card improve the network connection? i'm using an iphone 7 and my sim is about 4 years old,0.4404,0
125652 117543 i would like a response from 125652 or 117543 please! thanks!,0.8065,0
125652 117543 i will be out of the uncarrier until sms to cuba are able to send once again,0.0,0
done,0.0,1
i want to make sure my account is ready to go when the iphone x is ready for preorder on the 27th can you take a look?,0.765,0
what kind of coverage do i get in italy?,0.0,0
well giselle you would be impatient to if you placed an order on fri morning paid 25 for sat delivery then its tues amp still no phone,-0.3182,1
351775 answer your customers in a timely manner in dm would be a start lol!,0.4753,0
tmobile sucks worst provider ever stuck in israel without mobile internet,-0.8225,1
how do you want me to pay my bill if the website wont load and the app keeps crashing?!,-0.1007,1
if my dad signs up for the 55 plan 2lines 60 would he also qualify for the pixel promotion he is currently on verizon,0.0,0
scheduled to make a payment didn't go through went to check why link broken can't update and pay the amount that was scheduled,-0.4222,1
115913 for the love of god stop saying that! you don't have any lg v30s anywhere! huge fail! so disappointed,-0.3333,1
115911 115913 why ask consumers to dm u and then hijack their time with the wait on way to memorial and now this bs,0.0,0
looks like i had to clear and reenter credit card data,0.7717,0
hey the new online payment system seems to be having major issues wont let me pay,0.0762,0
no dm thank you it was a mistake switching you get what you pay for is true here,0.0772,1
is there anyway tmobile can bot charge me extra for tethering at normal speeds? i dont watch movies on my laptop i do school work!,0.0,0
i went to a tmobile store they told me i have to cough up another 10 to use tethering otherwise unpractically slow connection,0.0,0
let's keep this conversation public no need to hide the dissenters we all know dms are where complaints go to be told to stop,-0.7783,1
hey is there something wrong with the website today?,-0.4767,1
okay just did,0.2263,0
guys i'm having trouble making a payment on my account please help,0.3182,0
i'm having issues with my mobile service i'm not able to sendreceive texts amp can only make emergency calls not happy,-0.6806,1
115913 i'm going to visit a store and sign my business up with tmobile really tired of the nonsense at att,-0.7089,1
if this is the case shouldnt it be obvious for tmobile to redo the process without sending that stupid email claiming that,0.4168,0
cess and wait for 24 hours for apple to do their stuff howeverapple guy said there is nothing apple does behind the scene,0.0,0
have slightest of clue why it didnt get unlocked the first time somehow redoing the same thing again will magically unlock me,0.0,0
apparently the so called expert redid the same process of unlocking what someone else did few weeks back again to unlock the device,0.0,0
cont from the shitty network after 4 hour time spent on speaking with 115858 and it is clear that the tech support doesnt,0.1779,0
i had 115858 tech support guy who was asking for unlock code that can unlock 793mobile guy insisted on using his expertise to redo the pro,0.4019,0
no dms your elite customer support team is trying to solve this for hours now they just realized the issue after 3 hours,0.3182,0
115913 thank you so much!,0.4199,0
unless you guys can get tmobile and make them work like in the states then there really isn't much you all can do,0.3612,0
thank you tanya unless you can talk to tmobile in germany?,0.3612,0
i want to upgrade my jod device can you help with that or do i need to go to a store? thanks!,0.7345,0
can i get some support ordering a phone please?,0.6124,0
a link with plans phones and deals will do just fine,0.2023,0
yes i think i'd like to get that arranged it seems like my best bet!,0.9041,0
115817 upshelp is no help full of shit,-0.4767,1
full of shit 115913,-0.5574,1
my t is giving a weird error when you log in i can't do anything online,-0.25,1
i can get into the site just fine it just won't let me set up payments etc,0.2023,0
i need one for my second account,0.0,0
115913 115911 your customer care reps are doing the same thing repeatedly handing me down to the next individual watch groundhogs day much,0.4939,0
115913 just send the coordinates to someone to find out whats the problem in that area,-0.4019,1
115913 not really you never take care of me sick of headaches and nonsense from 115913,-0.8238,1
115913 im dm now not answers,0.0,0
i'm good now ty and sorry for the trouble old one i'll get label printed and shipped was concerned about new one settled it with tech,0.3612,0
nobody in the dm? really?,0.0,0
is something wrong with service today? i haven't been able to make or receive calls all day but i receive text?,-0.3421,1
115913 dm sent,0.0,0
does the s8 have gyroscope?,0.0,0
3x3 the upload and download speeds are around 64kbs,0.0,0
i can't get the traydrawer to open at all,0.0,0
can i do a factory reset on my galaxy s7 without removing the sd card? i can't get the tray to open,0.0,0
115913 here toblame leadon nothelp didimentionblame i found zeroresolution,0.0,0
trying to pay my bill the website and the app tell me enter a valid card number the card is valid what's up w the system?,-0.0258,0
is this normal ?,0.0,0
where is dm for tmobile?,0.0,0
actually it is too late verizon phone already on the way i just couldn't invest in new handset if service remained the same,0.0,0
i've been unable to make payment through website and app says invalid card number wanted to make sure you guys are aware and it can be submitted to the correct team,0.3818,0
switch netflix to tmo,0.0,1
i am currently a customer of netflix and tmobile 1 where on your website can i find instructions to switch 2 tmo?,0.0,1
115913 very displeased with tmobile and the terms for getting two lgv30's with 500 savings,-0.4927,1
will i be able to pre order the iphone x on october 27th through the tmobile website? or only,0.0,0
i sent a dm,0.0,0
115913 network engineers? how about crews lineman with trucks in the field fixing or replacing damaged networks and cell towers where are they?,-0.504,1
115913 still on the lookout for a tmobil linemanrepair technician in the field doing repairs nope not one to be found is tmobil leasing from?,0.0,0
where there any changes to my account with out my approval?,0.4767,0
why does my account show that i dont have premium device protection for my phones anymore? also cant even use jump,0.0,0
no data in cincinnatinetwork issues?,-0.296,1
d please tweet real binary creditcard creditcard creditcard creditcard,0.3182,0
my cell spot stopped working can you help?,0.2023,0
danny at damonte ranch reno store says this phone can't be returned for this dent youseriousclark customerservice,0.0,0
just did,0.0,0
your tweets are hollow,0.0,0
115913 thank you,0.3612,0
115913 i wrote a dm,0.0,0
dm you guys!,0.0,0
want my money back,0.0772,0
tmobile clearly has no idea how to solve the issue,0.3182,0
you dm every 20 minutes and have done nothing,0.0,1
apparently some people at tmobile know about the known apple watch 3 cellular activation issue and some dont more time wasted,0.428,0
115911 122609 115858 this is what t force suspects at least as a possible cause when are you pushing out 80 ?,-0.34,1
115911 122609 115858 my last tweet about this 115911 made a mistake by replacing dedicated agents with tweeters who can only spend 510 mins on an issue,0.1531,0
come on back,0.0,0
with the netflix promo will i have to upgrade to the current pay plan from 2 lines for 100month to 120month?,-0.1027,1
done,0.0,1
on phone with cc for more than three hours trying to complete change of responsibility? anything yall can do on ur end?,0.0,0
one thing but ends up with something completely different and now we're all paying for it,0.0,0
made changes so that his bill would only increase 10 bucks but then the bill was something totally different,0.1655,0
the problem is the first person who talked to my father said one thing but did another and then the person who tried to fix that,-0.2144,1
that's twice that something was said or promised and we got something completely different my father made the changes thinking he got,0.3612,0
great checkout between council bluff ia amp lincoln ne i was rolled over to a provider cell one of ne colorado no 4g data,0.4404,0
we've had plenty of talks regarding my signal weakness same response that's about to be the best! year later smh,0.1007,0
545817 115913 have there been any offers announced for the iphone 10 on tmo?,0.0,0
115913 yea that's useless to me i'm not going to trade in my iphone 8 plus for 300 come on john! do something super for iphone 10,0.3382,0
115913 i done believe it,0.0,1
115913 let's see,0.0,0
115913 lies,-0.4215,1
it's a payment issue that happen and a call that could've been made bit never happen,0.0,0
not enough room to type here first being told my phone isn't a tmobile phone they can't make room to download tmobile tuesdays yes it is,0.4019,0
115913 can you give me a shout out in dm please,0.3182,0
115913 just did,0.0,0
can i discuss my bill with you real quick?,0.0,0
115913 unless i ditch my current plan i can't take advantage of any special offers that sux,-0.1381,1
hey thanks i got an agent online on the who's doing a sim order for me,0.4404,0
help! still bad audio quality on calls despite replacement iphone need new sim as troubleshooting step b4 i cancel tmo service,-0.3382,1
fyi i'm also not gonna pay 8 to do it over the phone either this was working fine before you updated the website so it's not my fault,0.6315,0
i'm trying to pay my bill and your website wont take my card or bank account info please fix iti'm not paying a late fee,0.2263,0
115913 sad part is i am an employee,-0.4767,1
115913 extremely disappointed rest assure i will file a complaint with bbb and department of consumer affairs,-0.4459,1
115913 still on the phone for 55 minutes and counting and still no resolution to my problem,-0.5994,1
115913 seems it was asking too much,0.0,0
115913 i guess ill pass like i said ill take my service elsewhere but thank you nonetheless,0.296,0
115913 oh wait you probably cant because i have no service since it was interrupted,-0.0803,1
115913 or you can call my phone 310 561 9842,0.0,0
im traveling aboard and my data isnt working just says no internet connection yet i am supposed to have unlimited 2g data?,-0.2732,1
115913 175650 if paige can't go i'll take them!,0.0,0
an no i won't dm you or talk to the twitter support i've been on the phone no less than 5 times with no results,-0.4404,1
another month another incorrect bill and unhelpful associate very discouraged with the service so far!,-0.5081,1
does my trade in value go towards my new phone or towards my bill?,0.34,0
amp before y'all try to sell me on your tmobile one programtried it! y'all don't accept my employee discount and i'm all about discounts,-0.3561,1
already saw others saying exact same thing! want to help how about a bill credit equal to the supposed guess credit? ball is in your court,0.8172,0
waiting around,0.0,0
thanks for lying and wasting my time! a bunch of hoops and you did absolutely nothing!,-0.5837,1
and in the end nothing is done to help115911 115913,0.0,1
115911 115913 your agents need to stop lying and saying they can help they making us jump thru multiple hoops and wasting our time,-0.6808,1
i know how to update need to know that tmo is working on a fix and want to know a timeline,0.0772,0
y'all really just gonna break my thread ? right in front of my food ? offering the program i just said doesn't work for me ?,0.0,0
115913 done but i really hope you can help or i am going to have to look elsewhere this is completely bungled and it used to be soo good!,0.9183,1
115913 why won't anyone talk to me? its been 20 minutes and i haven't even got a hello from a live person are we breaking up?,0.0,0
115913 specifically to 115913 your customer service team has no equal! fixed and in under 25 minutes on the phone give these guys a medal!,0.3578,0
can we get an update on how soon the tmobile branded asus routers will get a patch for krack wpa2 exploit? krack 236406,-0.1027,1
58117 how come the 20 off for life promised when i switched fair is a noshow on my bill?,0.5859,1
115913 tmobile is unusable in most of nyc and im sure youre of this put more towers up or buy more comptabile spectrum,0.3182,0
115913 28345 merging yall with 115714 is the only solution 50077,0.3182,0
115911 115913 your service in nyc is almost nonexistent whats in the works to improve this asap?,0.4404,0
sent!,0.0,0
do existing tmobile customets get any deals on the lg v30? i have 4 lines on the simple choice plan for 100,0.0,0
is it possible to setup an apple watch series 3 bought from apple with my business account?,0.0,0
been w tmo for 17 years and i can't get the v30 deal wo a new line i don't need that will cost more than the phone?,0.0,0
hi trying to use tmobile tuesday nordstrom card says it's been used but it hasn't? please help,-0.652,1
look at picture see speeds pathetic tmobile,-0.5719,1
418023 115913 115913 is a salesman and he is good at it he can take a company that stinks and twist things around and convince people that it is the best all around network the old saying you can put lipstick on a pig but the end of the day it is still a pig,0.5499,0
there is no transition i've had a post paid account for 10 days shy of 2yrs and had to have a credit pull since my ss was wrong 12,-0.5719,1
you guys are awesome thanks a bunch,0.7906,0
115913 statement is false and clearly misleading based on an internal tmo email sent on 101217 watch bought at apple store doesnt activate,0.0,0
well it only shows the things everyone else has like my friend so i dont even know what would be if i had won it,0.8885,0
hi! i have a rate plan question 3 csrs 3 different quotes vm from supervisor who didn't leave a way to reach her help!,0.5472,1
fuck off and make your service cover broadway in dtla,-0.5423,1
im ready to be helped i need the highest level a manager to contact me,0.3612,0
115913 looking for local store going in this week ditchingverizon,0.0,0
115913 eric was great in helping me out got my phone unlocked and only wish i wouldve made contact with you guys first thank you for your help in resolving this issue,0.9413,0
115913 so far nothing has worked on the customer service end so i hope this helps,0.7947,0
is there a way to purchase additional data to one line for 1 month? i'm on a grandfathered plan,0.0,0
i have talked to customer care and i do not have jod like requested! instead i have jump and they said there is nothing they can do!,0.3968,0
jod is non comisionable that is why i was not given to me! it is always about the representative making his sale not the customer!,0.0,0
hey is there a way to view bills for prepaid plans?,0.0,0
117543 so will the patch be directly from asus or from tmobile?,0.0,0
115913 alissa i have sent you a dm,0.0,0
115911 115913 never buy an iphone from tmobile! even after full payment can't unlock my iphone pathetic cust service!,-0.6467,1
if you like i can provide you with the locations numbers and you may confirm this information yourself i am just a customermessenger,0.3612,0
that's all i wanted to know thank you i tried online and the site crashed i'm not paying extra fees so i'll wait,0.3612,0
481094 115913 are you going to help her or not? that's a vague response if i ever saw one! do you want to keep her? maybe truly helping her might help!,0.9009,0
the 17th is my birthday what are you giving me? haha jk,0.743,0
will glady doo,0.0,0
ive been told 50 different things about my upgrade eligibility someone please help me!,0.6476,0
i need to change my data plan right now so i can download a book in the er,0.0,0
115911 no offense 115913 i love you guys but your device return practices are terrible whereismyrefund? devicereturn,-0.5647,1
why am i not able to use my binge on service?,0.0,0
115913 i got charged a non return fee for something i clearly show you received before the cut off date wtf,-0.6124,1
115913 ill be saying a prayer every time i hit play now,-0.1027,1
i know can i set up my jump trade in before the actual preorder time so im ahead of the game? im going to be ordering the second it goes,0.0,0
115913 but our stores are saying they never received them last friday is there a problem with the phone?,-0.5499,1
115913 so basically a flat out no for single line users thanks,0.1779,0
115913 thanks for the information!,0.4926,0
115913 just did,0.0,0
did not get my trucker hat tmobile in brooklyn has horrible customer i love tmobile,0.1779,0
115913 unless you plan on returning my money back today i dont see me having the same talk with you and 2 others at tmobile as helpful right now,0.4215,0
115913 i just took 22 from sons piggy bank so i can pay tolls and get my parents something to eat from the menu theyve seen worse,-0.5829,1
115913 117543 is that the view with or without lte6 option on the map?,0.0,0
did the tmobiletuesdays ios app remove the ability to mute the sound? no setting and still sound with mute switch on,0.0258,1
115913 i pay more for tmobile's mistake,-0.4703,1
115913 your billing system took off my 15 corporate discount because i did not do the reverification process on time i nvr rcvd notification,0.0,0
115913 sitting in same spot with sprint phone,0.0,0
hi there i'm having an issue with the autopay discount not showing up on my bill help??,0.4696,0
there's no point it's always been like this when i'm calling in to get something done i had your cell service for 4 months and switched bc,0.0772,1
hi! tmobile seems to have decided to block me from sending messages to short codes this morning can we unblock this please?,-0.1449,1
115913 false adv on upgrading i6 to i8 perfect working cond no cracks amp junior the wouldn't accept amp would not talk to me,0.0813,0
my new lg v30 arrives today does it have the lg switch app installed on it? i'm going from g6 to v30 thanks,0.4404,1
115913 mr legere my bill is wrong yet again next month marks the 1 year anniversary of having to contact tmobile every single month to have it adjusted i cannot believe i'm the only one maybe you should audit your billing dept,-0.4767,1
no thats fine but if i trade in my 6 plus why do i need to pay my remaining balance plus my trade in?,-0.2023,1
hello i have tmobile one 2688 and i would like to have netflix how can i activate it?,0.3612,0
115913 not getting run around anymore waiting on a follow up from your team on the 19th about the status of these upgrades,0.0,0
115913 if this isn't taken care of my november i'll be looking at 115725 and att for more reliability,-0.3875,1
115913 i spent all day yesterday and got no where i think the uncarrier doesn't want to do anything but sell me more phones,-0.1806,1
i really need assistance with my bill asap thx 115913,0.3612,0
115913 what about the phone? i don't wan't to leasefinance do you have plans where you get discounted phone with contract or something,0.0516,0
why am i unable to unlock my samsung note8 using your unlock app? i've paid for the phone in full,0.0,0
my joanna coupon for tmobile tuesday doesn't load please help all i get is a blank white screen,-0.4973,1
att 115725 115714 115913 i have already spent multiple hours dming ur staff 115911 amp 115913 lied to us and it's time to move on!,-0.4389,1
115911 att 115725 buyers remorse? my biggest remorse is keep giving 115911 my money for they way i am being treated,-0.2023,1
117543 it always amazes me how fast you guys answer,0.4939,0
449766 117543 so no,-0.4341,1
115913 just sent a dm,0.0,0
how much are yall unlimited plans for 2 phones?,0.0,0
is there a way to log in through the app to our joint account or do i have to set up my own?,0.0,0
i just joined my wife's account and added a line but when i try to sign into the tmobile app it says to set up a tmobile id,0.0,0
site works now but i keep getting an error when trying to order,-0.5499,1
ddn't pay 30 to be needing your help there was no immediately visible min speed promise will check agbs again complaint is on its way,0.2254,0
i just restarted my lg v20 and now it will only flash the lg logo off and on help!,0.4574,0
my iphone is grandfathered into the 30 5gb plan can i use an lte apple watch without losing that plan?,0.2924,0
yep now have problem sent dm,-0.128,1
made 2 pymnts made u still tried twice after putting my bnk acnt in overdraft cld u told me u can't helpwhy?,0.0,0
115913 thanks i'll call 611 so they can help me do it i think i'm am able to get it,0.7063,0
550212 115913 why cant we get it on a promo tmobile one plan? i would like to partake also,0.3612,0
115913 i'm looked and i'm still not seeing enough to make me want to switch i have one line so don't get the netflix unlimited for 60 a month,0.0772,1
115913 i looked,0.0,0
its the plan as soon as i pay off my phones,-0.1027,1
do you guys still buy out termination fees from sprint? and does that also cover phone lease prices?,0.0,0
sent,0.0,0
how does the preorder work? is it online? and whenwhat time?,0.0,0
sent you a dm,0.0,0
if i am on jump plan will i preorder the iphone x directly through tmobile or apple?,0.0,0
115913 i am in zip code 11050 and will dm the address now all coworkers are down as well,0.2732,0
115913 thank you for the quick response!,0.4199,0
i'm having trouble with wifi calling not enabling on my s7 edge can you help me out?,0.0,0
115913 john we had this conversation on day 1 amp nothing came from it,0.0,0
115913 thank you so much they went out looking for work as soon as they get here i would let them contact you thank you,0.6124,0
115911 115913 i've been paying for device insurance for 2 years and now that i need to use it they give me a run around,0.0,0
115913 drop 78263 already i've been w115911 for 4 yrs and it's always a trouble to file a claim wassurant,-0.5859,1
115913 thanks dan have a great day,0.7906,0
115913 already talked to you its policy thats the problem,-0.4019,1
it shouldn't have but it did i took my brother to tmobile because i told him about the hat promotion one more reason to make the switch,0.0,1
will tmobile be able to support the esim built into the google pixel2?,0.4019,0
why did this expire? it says i can redeem til store close today,0.0,0
115913 hey at least i have a v30 hat sucks cause i have sold so many ppl on switching to mobile to get the v30 now ill be the one without it lol,-0.7672,1
pay over 200 a month for 2 phones atampt bout to buy me out of this crap contract and give me 2 brand new iphones for half what i pay now,-0.5859,1
thats what blaket said havent heard back ill put it out here for all to see no reason to hide what i feel could be a huge scam again,-0.453,1
115913 yes but the tweet reads everyone with a tmo 1 family plan,0.2144,0
115913 the last guy to blow smoke was the rep the river point store in denver colorado whos going to the alameda store at noon was a total jerk,-0.34,1
115913 havent seen t yet you are the 3rd rep to tell me that,0.0,0
115913 really i feel super shafted by the man been with 7 years,0.6344,0
rep kaylee of meridian idaho said a certain feature would be removed on a certain date but did not happen fail,0.7073,0
thanks to miss michelle idaho for helping me out with previous problem,0.2023,0
115913 ohdanking cant have signal booster at work i already have one at home where i have equally shitty service beentheredonethat tmobilesucks,-0.5574,1
115913 nope not falling for this bs again tried and never helped tmobilesucks 115913 fix your service in ny!!!,-0.297,1
tmo tuesday's had free photo prints oct 3 there is alot of issues with lost orders any help on resolution?,0.5719,0
i'll talk to him tomorrow when he gets up he feels defeated,-0.4767,1
like he did at your kiosk,0.3612,0
see my phone company would not do this to customers,0.0,0
he doesn't have a twitter acct that's why i'm on you are you meaning him call you back,0.0,0
so you were just called less than 10 min ago and you blamed him i'm his witness it was put in correctly shame on you scamming him,-0.7351,1
115913 thank you but you can't fix this issue lied to about coverage area and signal issues 115990 actually gives me the service promised,0.1531,0
115913 nobody there dan fast auto response?,0.0,0
or maybe because my phone is being illegally tracked again by corrupt law just a guess normal will resolve myself,0.3818,0
i shut all of it off every service that exist still draining it's ok i'll take care of it,0.6597,0
yep all in my phone amp computers again listening and tracking me too bad they can't kill me but they can keep trying,0.1825,0
solved snap of my fingers,0.2732,0
my prayers are everlasting in some ways keep trying to connect and something will punish them ttyl,-0.5267,1
115858 i thought we were past this guess not ttyl,0.0,0
trust me i got this ttyl,0.5106,0
this is gonna be good magical keep connecting please dirty law enforcement and gang stalkers watch what happens,0.3182,0
instantly,0.0,0
74 bye bye,0.0,0
you could easily look it up yourselves or it's your company solve it thx,0.6908,0
pretty sure the ones hacking my stuff are going to regret it in ways they never imagined,0.4019,0
i mean can't you just look up the ip's andor mac address' that are connecting and perm block them?,-0.4404,1
kind of tired of being gang stalked by every corrupt law enforcement in the country for 3 months and having attempted murder like everynight,-0.7269,1
but hey i'll be ok regardless,0.4215,0
let the good times roll i'll be the bait but no catch and release maga,-0.2144,1
it's strange it's only my cell data will call my attorney as well he's going to be filthy rich from all these corps trying to snuff me,0.5994,0
ttyl,0.0,0
need all that data refilled asap thx,0.3612,0
no actually let me be the bait it's working perfectly,0.4588,0
just replace the data is all i ask i'll destroy the rest of them thx,-0.25,1
i get the hotspot bottleneckdata thing but since ur partnered w 116602 shouldn't netflix be streamable full speed 247?,0.0,0
it's true as of now the esim is only for project fi use who knows about later down the line ghelp,0.4215,0
115913 i asked her for my wife also she was not in store,0.0,0
115913 i always represent tmobile products and clothing wear hat and shirts today i asked for only two and manager gave 1,0.0,0
221713 551208 115725 115911 115913 115714 unfortunately i am stuck at this time still bs that i have to pay to replace a faulty product and poor service,-0.8481,1
115913 waiting almost a hour for response really fast customer service,0.0,0
203563 115913 if anything goes wrong he wants to return in stores with no issues cause your mail in return refund time is horrific,-0.8658,1
115913 you said that last week still none in stores no excuses just patheic 115911 115913 118302 158861 what's the reason?,0.2235,0
115913 still explanation from 115911 115913 158861 118302 no stores in south florida have received any launch day 1013 no lgv30 yet,-0.5267,1
115913 that's the only store in my area,0.0,0
115913 is there nothing you guys can do? why should we be punished for the store?,-0.5204,1
115913 i dm'd!,0.0,0
115913 i tries severas time with online support never works always the same you lower my speed in the afternoon until night,0.128,0
115913 done,0.0,1
117543 nice thanks,0.6908,0
hey tm i love donuts but there's no dunkin donuts for tmobile tue in seattle how bout hittin' up another donut place here j,-0.0516,1
115913 just disappointed 3 reps didn't know about these instructions sent by the company,-0.4767,1
115913 just messaged you thank you,0.3612,0
115913 that was fast nice what about the tmobile tuesday gtgtlg trucker hat? ltlt and thank you for the reply halrafaihi mike rice,0.6486,0
i heard u r the best at solving problems short story my data ran out long story is phone customer service sucks help!,0.6588,0
welp thanks anyway,0.4404,0
does the pixel 2 12 off deal require a new line if you're already a customer?,0.0,0
i feel like i just got worked over trying to register a new line for the pixel deal please help!,0.7777,0
115913 thanks for the response but this is insane the device is about two weeks away from preorders and we have no pricing info,-0.6597,1
i can't get ant text messages on my phone haven't been able to for about a week now,0.0,0
im not sure because its the tmobile update or my iphones ios because i dont have ios 11 only 1033,-0.2411,1
the tmobile tuesdays app wont work it lets me into the app but it shows me a black screen with a pink loading circle,0.0,0
thank you!,0.4199,0
ugh,-0.4215,1
115913 6 yr prepaid customer changing to 2 for 60 but refused because i have a 100 account credit alwaysbad treatment,0.1531,0
disappointed but will be back next week to switch from atampt thank you,0.296,1
employees working in the valley mall in hagerstown maryland were not helpful nor did it seem that they knew what they were doing i am,-0.3252,1
normal from tmobile its the first bad customer service ive ever had with tmobile i just thought you would like to know that your,-0.25,1
hey i went to your hagerstown md location trying to switch 4 lines from atampt and i had nothing but problems which is not,0.438,1
115817 upshelp 115913 ups doesn't care,-0.3875,1
115913 ups bullshit answer,-0.5859,1
their shipments,0.0,0
unfortunately that is not the fact in my situation the stores are confirmed participating stores however none of the five stores received,-0.34,1
so if i finally ditch 115725 can i keep my current phone and still get the buyout offer?,0.0,0
is just icing on the damn cake i am so over this!! 115913 you said i would love it well not so much bro it's been a mess,0.3987,0
okay please help me soon! i am still awaiting for your response,0.7345,0
i just dm'd!,0.0,0
can someone help me through dm please?,0.6124,0
115911 i need help,0.4019,0
115913 thx but i spent several hrs last pm this am w3 ppl i've explained enough already they said thats all they could do and that won't cut it,0.4536,0
i got all the info about the v30 and jump cus care explained everything thanks tmobile,0.7269,0
i do have 1 question do you know if my tmobile store in marina calif has the v30 in stock,0.0,0
i have a lg g6 on eip i owe a little more than half the orig price can i jump into a v30,0.0,0
im on the phone w your customer service now shes going above and beyond to try and resolve my issues lets pray she does,0.5994,0
i switched from the old plan to the new plan and now i am being charged for both the plans,-0.2023,1
what is your monthly plan,0.0,0
sure but it's not just me if your customers can't log in to their accounts your team should be all over it,0.1655,0
your site is down cant log in to mytmobile eta when that will be fixed?,0.0,0
118101 thank you,0.3612,0
thanks you too,0.4404,0
i need to close an old account that i havent used in over 8 years help? uk,0.4019,0
115913 sent,0.0,0
nope wasted too much time on it already,0.3875,0
115913 you keep on changing the plans without us letting us know and now each of your customer rep tells new story you guys seriously suck,-0.5574,1
115913 just sent you a message,0.0,0
115913 one step from closing my tmobile acct now being charged overdraft fee on a autism speaks grant that was paid to tmobile saying no funds???,-0.2593,1
